Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
N/A,8/2/2016 10:15,Verbal Warning,Female,Lane Violation,6300 S KIMBARK,African American,Improper lane usage,No
N/A,8/3/2016 11:12AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S WOODLAWN,Caucasian,Disobeyed traffic control device,No
N/A,8/4/2016 9:18 AM,Verbal Warning,Male,Lane Violation,5600 S Woodlawn,African American,Failure to signal,No
N/A,8/5/2016 12:44 AM,Verbal Warning,Male,Traffic Sign/Signal,5600 Lake Park,African American,Ran red light,No
N/A,8/6/2016 9:38 AM,Verbal Warning,Male,Lane Violation,5700 S Cottage Grove,African American,Driving in opposite lane of traffic,No
N/A,8/7/2016 2:44 AM,Verbal Warning,Male,Equipment,5400 S Blackstone,African American,Vehicle had obvious mechanical issues (unsafe vehicle),No
N/A,8/7/2016 3:17 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Woodlawn,African American,Ran stop sign,No
N/A,8/8/2016 4:32 PM,Verbal Warning,Male,Lane Violation,5900 S Kenwood,African American,Wrong way on one way street,No
N/A,8/8/2016 6:05 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Kimbark,African American,Disobeyed traffic control device,No
N/A,8/8/2016 8:10 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 Stony Island,Asian,Ran stop sign,No
N/A,8/8/2016 11:15 PM,Verbal Warning,Female,Traffic Sign/Signal,6200 Kimbark,African American,Ran stop sign,No
N/A,8/9/2016 1:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Dorchester,African American,Ran red light,No
N/A,8/9/2016 2:19 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S Dorchester,African American,Ran stop sign,No
N/A,8/10/2016 10:13 AM,Verbal Warning,Male,Traffic Sign/Signal,5700 S Woodlawn,Asian,Disobeyed traffic control device,No
N/A,8/10/2016 1:14 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Stony Island,Caucasian,Ran red light,No
N/A,8/10/2016 5:37 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S Woodlawn,African American,Ran stop sign,No
N/A,8/11/2016 11:11 AM,Verbal Warning,Male,Traffic Sign/Signal,5400 S Ellis,African American,Ran stop sign,No
N/A,8/11/2016 12:26 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 Cottage Grove,African American,Ran stop sign,No
N/A,8/11/2016 3:34 PM,Verbal Warning,Female,Lane Violation,5500 S Ellis,Caucasian,Improper Turn,No
N/A,8/14/2016 9:27 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 Kimbark,African American,Disobeyed traffic control device,No
N/A,8/15/2016 8:18 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Disobeyed traffic control device,No
N/A,8/15/2016 9:00 AM,Verbal Warning,Male,Traffic Sign/Signal,5430 S Cornell,African American,Ran stop sign,No
Two citations issued,8/16/2016 2:23 PM,Citation Issued,Male,Traffic Sign/Signal,1603 E 55th,African American,Disobeyed Stop Sign,No
N/A,8/16/2016 7:18 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S GREENWOOD,African American,Disobeyed Stop Sign,No
Two citations issued,8/17/2016 11:23 PM,Citation Issued,Male,Lane Violation,5300  S HARPER,African American,Improper passing/overtaking,No
N/A,8/19/2016 1:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Cottage Grove,African American,Failure to yield to pedestrian in crosswalk,No
N/A,8/19/2016 8:15 PM,Verbal Warning,Female,Traffic Sign/Signal,1400 E 57th,African American,Ran stop sign,No
N/A,8/19/2016 9:39 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S Drexel,African American,Ran stop sign,No
N/A,8/20/2016 8:10 AM,Verbal Warning,Female,Lane Violation,5500 S Kenwood,Hispanic,Illegal right turn,No
N/A,8/21/2016 11:30 AM,Verbal Warning,Female,Traffic Sign/Signal,6225 S Kenwood,African American,Ran stop sign,No
N/A,8/21/2016 3:10 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Ellis,African American,Ran stop sign,No
N/A,8/21/2016 10:51 PM,Verbal Warning,Male,License Plate/Registration,6300 S Ellis,African American,Improper display of registration plate,No
Two citations issued for disobeying traffic control device and no valid driver's license,8/24/2016 1:29 AM,Arrested on warrant,Male,Traffic Sign/Signal,5300 Lake Park,African American,Ran red light,No
N/A,8/24/2016 5:30 PM,Verbal Warning,Male,Traffic Sign/Signal,5489 Cornell Ave,Asian,Ran stop sign,No
N/A,8/24/2016 5:41 PM,Verbal Warning,Male,Traffic Sign/Signal,5489 Cornell Ave,African American,Ran stop sign,No
N/A,8/25/2016 9:50 AM,Verbal Warning,Male,Lane Violation,5741 S Kenwood,African American,Wrong way on one way street,No
N/A,8/25/2016 12:08 PM,Verbal Warning,Female,Lane Violation,6000 Stony Island,African American,Improper passing,No
N/A,8/25/2016 6:38 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Kenwood,Asian,Ran stop sign,No
N/A,8/26/2016 1:07 PM,Verbal Warning,Male,Lane Violation,5400 S Ellis,African American,Wrong way on one way street,No
N/A,8/28/2016 12:47 AM,Verbal Warning,Male,Traffic Sign/Signal,1355 E 53rd,Caucasian,Ran two stop signs,No
N/A,8/30/2016 11:56 AM,Verbal Warning,Male,Traffic Sign/Signal,6345 S MARYLAND,African American,Disobeyed traffic control device,No
N/A,8/30/2016 6:18 PM,Verbal Warning,Male,Lane Violation,5600 S ELLIS,Caucasian,Improper U-Turn,No
N/A,8/30/2016 9;21 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 S BLACKSTONE,Caucasian,Ran stop sign,No
N/A,8/30/2016 11;56 PM,Verbal Warning,Male,Lane Violation,5300 S DORCHESTER,African American,Wrong way on one way street,No
N/A,8/31/2016 3:40 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S ELLIS,Caucasian,Disobeyed traffic control device,No
N/A,9/2/2016 4:54 PM,Verbal Warning,Male,Lane Violation,5759 S Kimbark,African American,Wrong way on one way street,No
N/A,9/2/2016 11:38 PM,Verbal Warning,Male,Lane Violation,5700 S Blackstone,Caucasian,Wrong way on one way street,No
N/A,9/3/2016 12:02 PM,Verbal Warning,Female,Lane Violation,5600 S Ellis,Hispanic,Wrong way on one way street,No
N/A,9/3/2016 1:53 PM,Verbal Warning,Male,Lane Violation,5555 S Woodlawn,Caucasian,Wrong way on one way street,No
N/A,9/4/2016 2:56 PM,Verbal Warning,Male,Traffic Sign/Signal,4900 S Dorchester,African American,Ran stop sign,No
N/A,9/4/2016 9:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S Harper,African American,Ran stop sign,No
N/A,9/5/2016 1:38 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,Hispanic,Ran red light,No
One citation issued for disobeying traffic control device,9/7/2016 4:40 PM,Citation issued,Female,Traffic Sign/Signal,5530 S Ellis,Caucasian,Ran stop sign,No
N/A,9/8/2016 8:40 AM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Greenwood,African American,Ran red light,No
N/A,9/8/2016 4:06 PM,Verbal Warning,Female,Traffic Sign/Signal,1301 E 57th,African American,Ran stop sign,No
N/A,9/8/2016 4:17 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Kimbark,African American,Ran stop sign,No
Two citations issued for speeding and suspended DL,9/10/2016 10:53 AM,Citation issued,Male,Speed,1100 E Midway Plaisance,African American,Speeding,No
N/A,9/12/2016 12:35 PM,Verbal Warning,Male,Traffic Sign/Signal,1406 E 53rd,African American,Disobeyed traffic control device,No
Two citations issued for disobeying traffic control device and no valid driver's license,9/13/2016 2:43 AM,Citation issued,Male,Traffic Sign/Signal,5600 S Ellis,Hispanic,Ran stop sign,No
N/A,9/16/2016 9:00 AM,Verbal Warning,Male,Traffic Sign/Signal,850 E Midway Plaisance,African American,Failed to yield to pedestrian in crosswalk,No
N/A,9/16/2016 4:46 PM,Verbal Warning,Male,Seatbelt,5700 S Kimbark,Caucasian,R/O observed small child hanging out of rear window,No
N/A,9/16/2016 4:51 PM,Verbal Warning,Male,Lane Violation,5700 S Kenwood,Caucasian,Wrong way on one way street,No
N/A,9/19/2016 4:28 PM,Verbal Warning,Male,Traffic Sign/Signal,945 E 52nd,African American,Ran stop sign,No
N/A,9/19/2016 5:02 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Woodlawn,Asian,Failure to yield to pedestrian in crosswalk,No
Two citations issued for disobeying traffic control device and suspended license,9/19/2016 6:34 PM,Citation Issued,Female,Traffic Sign/Signal,6000 Dorchester,African American,Ran stop sign,No
N/A,9/21/2016 2:05 PM,Verbal Warning,Male,Traffic Sign/Signal,5430 S Lake Park,African American,Failure to yield to pedestrian in crosswalk,No
N/A,9/21/2016 4:49 PM,Verbal Warning,Female,Traffic Sign/Signal,5700 S University,Caucasian,Ran stop sign,No
N/A,9/21/2016 9:48 PM,Verbal Warning,Male,Lane Violation,5500 S Cottage Grove,African American,Improper passing,No
N/A,9/22/2016 8:15 AM,Verbal Warning,Male,Speed,1155 E Midway Plaisance,African American,Speeding,No
N/A,9/22/2016 8:31 AM,Verbal Warning,Female,Speed,1200 E Midway Plaisance,African American,Speeding,No
N/A,9/22/2016 8:55 AM,Verbal Warning,Male,Speed,1200 E Midway Plaisance,African American,Speeding,No
N/A,9/22/2016 1:54 PM,Verbal Warning,Female,Lane Violation,5700 S Blackstone,African American,Wrong way on one way road,No
Two citations issued for wrong way on one way street and no insurance,9/25/16 7:23 AM,Citation Issued,Male,Lane Violation,6300 S Kimbark,African American,Wrong way on one way road,No
N/A,9/25/16 5:18 PM,Verbal Warning,Male,Lane Violation,5240 S Kenwood,Caucasian,Improper U-Turn,No
N/A,9/25/16 7:57 PM,Verbal Warning,Male,Lane Violation,1463 E 55th,Asian,Wrong way on one way road,No
N/A,9/26/2016 8:52 AM,Verbal Warning,Female,Speed,1155 E Midway Plaisance,African American,Speeding,No
N/A,9/26/2016 9:04 AM,Verbal Warning,Male,Speed,Woodlawn and Midway Plaisance,Caucasian,Speeding,No
N/A,9/26/2016 9:22 AM,Verbal Warning,Female,Speed,6000 S Woodlawn,Hispanic,Speeding,No
Two citations issued for speeding and suspended DL,9/27/2016 8:51 AM,Citation Issued,Female,Speed,1255 E Midway Plaisance,African American,Speeding,No
N/A,9/27/2016 11:36 AM,Verbal Warning,Male,Traffic Sign/Signal,6300 S Drexel,African American,Ran stop sign,No
N/A,9/27/2016 5:06 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Ellis,Caucasian,Ran red light,No
Two citations issued for disobeying traffic control device and revoked driver's license,9/27/2016 7:47 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S Ellis,African American,Ran stop sign,No
N/A,9/28/2016 4:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Woodlawn,African American,Disobeyed traffic control device,No
N/A,9/30/2016 10:39 AM,Verbal Warning,Male,Traffic Sign/Signal,1318 S 51st,Caucasian,Ran red light,No
N/A,10/1/2016 9:41 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S Hyde Park,African American,Ran stop sign,No
N/A,10/2/2016 9:01 AM,Verbal Warning,Female,Traffic Sign/Signal,6026 S Dorchester,Asian,Ran red light,No
N/A,10/2/2016 6:05 PM,Verbal Warning,Male,Lane Violation,1359 E 52nd,American Indian/Alaskan Native,Wrong way on one way street,No
N/A,10/2/2016 7:40 PM,Verbal Warning,Male,Lane Violation,E/B Midway Plaisance & Woodlawn,African American,Wrong way on one way street,No
N/A,10/3/2016 9:00 AM,Verbal Warning,Female,Speed,930 E Midway Plaisance,African American,Speeding,No
N/A,10/3/2016 9:45 AM,Verbal Warning,Female,Speed,930 E Midway Plaisance,African American,Speeding,No
N/A,10/3/2016 1:20 PM,Verbal Warning,Female,Traffic Sign/Signal,832 E Midway,African American,Failure to yield to pedestrian in crosswalk,No
Two citations issued for disobeying traffic control device and suspended license,10/5/2016 12:17 AM,Citation issued,Male,Traffic Sign/Signal,5900 Woodlawn,African American,Ran stop sign,No
N/A,10/6/2015 8:10 PM,Verbal Warning,Female,Lane Violation,6000 S Drexel,African American,Wrong way on one way street,No
N/A,10/8/2016 10:24 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 Dorchester,Hispanic,Ran stop sign,No
N/A,10/9/2016 8:10 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 Stony Island,African American,Ran stop sign,No
N/A,10/10/2016 8:28 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S University,Caucasian,Failure to yield to pedestrian in crosswalk,No
N/A,10/10/2016 10:15 PM,Verbal Warning,Male,Equipment,Midway Plaisance and Cottage Grove,African American,Equipment malfunction (alarm),No
N/A,10/13/2016 2:34 PM,Verbal Warning,Male,Traffic Sign/Signal,900 E Midway,African American,Ran red light,No
N/A,10/14/2016 11:38 AM,Verbal Warning,Female,Lane Violation,855 E 58th,Caucasian,Illegal turn in front of CTA bus,No
N/A,10/15/2016 1:13 AM,Verbal Warning,Male,Lane Violation,5100 S East End,Caucasian,Failure to signal,No
N/A,10/15/2016 9:34 AM,Verbal Warning,Female,Traffic Sign/Signal,5800 S Woodlawn,Caucasian,Disobeyed traffic control device,No
N/A,10/15/2016 12:31 PM,Verbal Warning,Female,Speed,6000 S Woodlawn,African American,Speeding,No
N/A,10/16/2016 12:04 PM,Verbal Warning,Male,Lane Violation,5100 S Kenwood,African American,Failure to signal,No
Two citations issued for disobeying traffic control device and suspended license,10/16/2016 4:27 PM,Citation Issued,Male,Traffic Sign/Signal,5900 S Cottage Grove,African American,Ran red light,No
N/A,10/17/2016 9:44 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 Drexel,African American,Ran red light,No
N/A,10/18/2016 10:24 AM,Verbal Warning,Male,Lane Violation,5700 S Kenwood,Caucasian,Wrong way on one way street,No
N/A,10/20/2016 3:18 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Ran stop sign,No
N/A,10/20/2016 7:38 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S University,African American,Failure to yield to pedestrian in crosswalk,No
N/A,10/22/2016 2:57 PM,Verbal Warning,Male,Lane Violation,5727 S Dorchester,African American,Wrong way on one way street,No
N/A,10/22/2016 5:04 PM,Verbal Warning,Male,Traffic Sign/Signal,5408 S Ellis,African American,Ran stop sign,No
N/A,10/30/2016 11:24 AM,Verbal Warning,Male,Lane Violation,5700 S Kenwood,Caucasian,Wrong way on one way street,No
One citation issued for disobeying traffic control device,10/30/2016 12:16 PM,Citation Issued,Male,Traffic Sign/Signal,5100 S Dorchester,African American,Ran stop sign,No
N/A,11/1/2016 9:00 PM,Verbal Warning,Male,Traffic Sign/Signal,52nd and Drexel,African American,Disobeyed traffic control device,No
N/A,11/2/2016 11:50 AM,Verbal Warning,Female,Equipment,5900 S Woodlawn,Caucasian,No license plate,No
N/A,11/2/2016 3:27 PM,Verbal Warning,Female,Traffic Sign/Signal,1216 E Hyde Park Blvd,Hispanic,Ran stop sign,No
N/A,11/3/2016 12:09 AM,Verbal Warning,Female,Lane Violation,5500 S Cottage Grove,African American,Improper passing of CTA bus,No
N/A,11/3/2016 4:21 PM,Verbal Warning,Male,Traffic Sign/Signal,1174 E 57th,African American,Disobeyed traffic control device,No
N/A,11/3/2016 4:43 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 S Kenwood,Caucasian,Ran stop sign,No
N/A,11/4/2016 10:41 AM,Verbal Warning,Male,Moving Violation - Other,1407 E 60th,Caucasian,Failure to yield right of way,No
N/A,11/5/2016 5:47 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 Dorchester,Caucasian,Ran stop sign,No
N/A,11/7/2016 8:34 AM,Verbal Warning,Female,Speed,1130 Midway Plaisance,Caucasian,Speeding,No
Two citations issued for disobeying lawful order from school crossing guard and no insurance,11/8/2016 8:17 AM,Citation Issued,Female,Traffic Sign/Signal,5700 S Stony Island,African American,Disobeyed lawful order from school crossing guard,No
N/A,11/9/2016 8:51 AM,Verbal Warning,Male,Moving Violation - Other,5700 S Stony Island,African American,Went around traffic stopped for school crossing guard,No
N/A,11/9/2016 4:29 PM,Verbal Warning,Female,Speed,930 E Midway Plaisance,African American,Speeding,No
N/A,11/10/2016 7:30 AM,Verbal Warning,Male,Moving Violation - Other,6400 S UNIVERSITY,African American,Failure to yield,No
N/A,11/11/2016 8:41 AM,Verbal Warning,Female,Speed,964 E 59th,Caucasian,Speeding,No
N/A,11/11/2016 8:57 AM,Verbal Warning,Female,Speed,860 E Midway Plaisance,African American,Speeding,No
N/A,11/11/2016 9:08 AM,Verbal Warning,Female,Speed,796 E Midway Plaisance,African American,Speeding,No
N/A,11/11/2016 9:23 AM,Verbal Warning,Male,Speed,796 E Midway Plaisance,African American,Speeding,No
Two citations issued for disobeying traffic control device and no valid driver's license,11/11/2016 1:36 PM,Citation issued,Male,Traffic Sign/Signal,1221 E 57th,African American,Ran red light,No
N/A,11/11/2016 3:46 PM,Verbal Warning,Male,Lane Violation,1130 E 59th,African American,Wrong way on one way street,No
N/A,11/11/2016 9:19 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Everett,African American,Failure to yield to pedestrian in crosswalk,No
N/A,11/12/2016 8:07 PM,Verbal Warning,Female,Lane Violation,5900 S Cottage Grove,African American,Improper passing,No
Arrested for DUI,11/12/2016 9:53 PM,Arrested,Male,Traffic Sign/Signal,5223 S Lake Park,African American,Ran stop sign,Yes
N/A,11/13/2016 12:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S Kenwood,African American,Ran stop sign,No
Two citations issued for speeding and no insurance,11/16/2016 8:52 AM,Citation issued,Female,Speed,1116 E Midway Plaisance,African American,Speeding,No
N/A,11/16/2016 3:55 PM,Verbal Warning,Female,Traffic Sign/Signal,5137 S Kimbark,African American,Ran stop sign,No
N/A,11/16/2016 5:29 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Kenwood,African American,Failure to yield to pedestrian in crosswalk,No
N/A,11/17/2016 4:37 PM,Verbal Warning,Female,Lane Violation,6100 S Woodlawn,Caucasian,Illegal U-Turn,No
N/A,11/18/2016 11:01 AM,Verbal Warning,Female,Moving Violation - Other,5500 S Woodlawn,African American,Failure to yield,No
N/A,11/18/2016 9:45 PM,Verbal Warning,Male,Equipment,5513 Lake Park,African American,Driving without headlights with heavy pedestrian traffic,No
N/A,11/19/2016 6:51 PM,Verbal Warning,Female,Lane Violation,5418 Ingleside,Caucasian,Wrong way on one way street,No
One citations issued for running red light,11/20/2016 8:55 PM,Citation issued,Female,Traffic Sign/Signal,5520 Lake Park,African American,Ran red light,No
N/A,11/21/2016 8:35 AM,Verbal Warning,Female,Speed,5900 Cottage Grove,African American,Speeding,No
N/A,11/21/2016 4:08 PM,Verbal Warning,Female,Lane Violation,6300 S Woodlawn,African American,Wrong way on one way street,No
N/A,11/23/2016 6:03 PM,Verbal Warning,Female,Lane Violation,Midway Plaisance and Dorchester,African American,Wrong way on one way street,No
N/A,11/24/2016 5:44 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S ELLIS,African American,Disobeyed Stop Sign,No
N/A,11/25/2016 7:51 AM,Verbal Warning,Female,Speed,1212 E. Midway PLAISANCE,African American,Speeding,No
